,aspects,terms,text
2505,"['anecdotes/miscellaneous', 'ambience']","['space', 'drink']",The space is nice but when we order our drink we were in for a surprise.
2506,"['service', 'ambience']",['place'],The entire place and the treatment we received felt as a conveyor belt.
2507,['anecdotes/miscellaneous'],['slice'],Joe's Pizza used to have the best slice until this pizzeria opened up.
2508,['ambience'],[],I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.
2509,['anecdotes/miscellaneous'],[],I have never had anything like it!
2510,['anecdotes/miscellaneous'],[],"Yeah the crowd can take it a bit seriously, but it shouldn't."
2511,"['food', 'price', 'service']",['dessert'],And they provided a delicious dessert on the house!
2512,['service'],['reservation'],"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited."
2513,['food'],"['food', 'pastas', 'pizza']","The food is amazing, rich pastas and fresh doughy pizza."
2514,['food'],['Food'],"Food was very good, but not what I would consider out of this world."
2515,['food'],"['Lobster Bisque', 'Maine Lobster']",I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
2516,['anecdotes/miscellaneous'],[],"I am Indian, and I have tried many Indian places in NY."
2517,"['food', 'price']","['Pad Thai', 'prices']","Try the Pad Thai, it's fabulous and their prices are so cheap!"
2518,['anecdotes/miscellaneous'],[],"On a recent Saturday night, I was with a group of 5 at the Bread Bar."
2519,"['food', 'price']",['Food'],Food is great and inexpensive.
2520,['price'],['price'],The price very reasonable.
2521,['food'],['Dessert'],"Dessert - can't be missed, so save room!!!"
2522,['food'],['food'],"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat."
2523,['price'],[],"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road"
2524,['food'],['Ingredients'],Ingredients are organic which is a real plus for me.
2525,"['anecdotes/miscellaneous', 'food']",['food'],It was so bad I actually refused to pay for my food.
2526,"['anecdotes/miscellaneous', 'food', 'price']","['cuisine', 'prices']",I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
2527,"['anecdotes/miscellaneous', 'price']",[],"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!"
2528,"['food', 'service', 'ambience']","['staff', 'ambience', 'food']","The staff was very attentive, the ambience lovely, and the food superb."
2529,['food'],"['ingrediants', 'cuisine', 'food']","I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them."
2530,"['food', 'service', 'ambience']","['Pizza', 'wine', 'service', 'backyard dining area']",THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
2531,['anecdotes/miscellaneous'],[],THE FRANKENSTEIN SHOW WAS THE BEST.
2532,"['food', 'service', 'price']","['waiters', 'food', 'bill']","The waiters are sweet, the food is tasty and the bill is never too large."
2533,['anecdotes/miscellaneous'],[],"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst."
2534,['service'],['service'],"The service was superb, they treat you like family."
2535,"['anecdotes/miscellaneous', 'food']","['menu', 'food']","We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food."
2536,['service'],['table'],"It only took about five or so minutes to get an empty table, but standing up wasn't too bad."
2537,['food'],['menu'],"The menu may be small, but everything on it is delicious."
2538,['anecdotes/miscellaneous'],[],Too bad Latin Quarters closed.
2539,['food'],"['rice', 'RICE']",They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.
2540,['food'],[],It was divine melts in your mouth.
2541,['anecdotes/miscellaneous'],[],Stumbled upon this gem of a pizza place and I will be going back frequently.
2542,['anecdotes/miscellaneous'],[],I live a block away and go to Patsy's frequently.
2543,"['food', 'price']","['chocolate cake', 'vanilla gelato (with espresso)', 'dessert']","- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced."
2544,['anecdotes/miscellaneous'],[],"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant."
2545,['ambience'],"['surroundings', 'dining rooms']","Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms)."
2546,"['anecdotes/miscellaneous', 'service']","['reservation', 'table']",We ran a little late for the reservation but it wasn't a problem to get our table immediately.
2547,['anecdotes/miscellaneous'],[],Kudos Haru
2548,"['anecdotes/miscellaneous', 'service']",['reservation'],We arrived on time for our reservation and seated promptly.The
2549,['anecdotes/miscellaneous'],[],I plan on eating here more often.
2550,['anecdotes/miscellaneous'],['dining'],"I would definitely go back for a very special occasion, but not for regular fine dining."
2551,['service'],['staff'],"The well mannered, pleasant staff that Tony has in his employ."
2552,['food'],['flavors'],The flavors robust and subtle.
2553,['anecdotes/miscellaneous'],[],I came here for my friend's birthday and keep coming back ever since.
2554,"['food', 'price']","['oysters', 'quality']","All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best."
2555,['anecdotes/miscellaneous'],['table'],"I would never wait for a table to eat, it just is not THAT great."
2556,['food'],['tiramisu chocolate cake'],"We concluded with tiramisu chocolate cake, both were delicious."
2557,['service'],['counter service'],The counter service is bad.
2558,['anecdotes/miscellaneous'],[],I had a grat time at Jekyll and Hyde!
2559,"['food', 'service']","['Service', 'food']","Service here was great, food was fantastic."
2560,['anecdotes/miscellaneous'],[],"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are."
2561,['ambience'],['place'],"This is such a lovely, peaceful place to eat outside."
2562,['anecdotes/miscellaneous'],[],and we were thouroughly disapointed.
2563,['anecdotes/miscellaneous'],[],This is the Jackel and Hideof the restaurants on the UES.
2564,['food'],"['sauce', 'crust']",The sauce is delicious and the crust is perfect.
2565,"['anecdotes/miscellaneous', 'ambience']",[],"This is a great place to take out-of-towners, and perfect for watching the sunset."
2566,['anecdotes/miscellaneous'],"['dinner', 'brunch']",Since my first dinner I have had the chance to have brunch at Orsay 3x.
2567,"['food', 'price', 'ambience']","['decore', 'food']","You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY."
2568,['food'],['entrees'],They have some great entrees here as well.
2569,['anecdotes/miscellaneous'],[],"Our teenage kids love it, too."
2570,['service'],['service'],The service is not consistently excellent -- just decent.
2571,['food'],"['food', 'served', 'portions', 'dish']","The food, served in small tasting portions (as an option) is very good with each dish being better than the next."
2572,['anecdotes/miscellaneous'],[],You guys are awesome!
2573,"['food', 'service']",['cater'],"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!"
2574,['anecdotes/miscellaneous'],[],I loved this place!!
2575,['food'],"['mango chicken', 'presentation']",I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.
2576,"['food', 'ambience']","['food', 'ambience']",I care more about the food and ambience.
2577,"['food', 'price']",['drinks'],"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
2578,['anecdotes/miscellaneous'],[],Avoid at all costs.
2579,['anecdotes/miscellaneous'],[],I would highly recommend this place to everyone for any occasion!
2580,['service'],['service'],The service is fantastic.
2581,['anecdotes/miscellaneous'],[],I recommend that you try this hidden spot which will surely blowup very soon
2582,['food'],['garlic mashed potatoes'],The garlic mashed potatoes are hands down the best in the city!
2583,"['food', 'service']","['Food', 'service']",Food and service was okay.
2584,['ambience'],[],"great for a romantic evening, or a fun evening with friends..."
2585,['food'],['lamb meat'],The lamb meat was under-cooked and EXTRMELY CHEWY.
2586,['food'],['pad thai'],The best pad thai i've ever had.
2587,"['food', 'service']","['food quality', 'service']","Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason."
2588,"['food', 'service']","['pizza', 'service']",Great pizza and fantastic service.
2589,['service'],"['waiter', 'red wine', 'hot tea', 'outside']",We were seated outside and the waiter spilled red wine and hot tea on myself and my date.
2590,['anecdotes/miscellaneous'],['oil'],i would just ask for no oil next time.
2591,"['food', 'ambience']","['place', 'food']","While this is a pretty place in that overly cute French way, the food was insultingly horrible."
2592,['anecdotes/miscellaneous'],['lunch'],I went there for lunch and it was not as good as I expected from the reviews I read.
2593,['anecdotes/miscellaneous'],[],I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.
